script_id,model,prompt_type,language,category,snippet,script_path,run_id,status,elapsed_seconds,energy_joules,avg_power_watts,error_message,energy_joules_raw,avg_power_watts_raw
script_44,gpt,base,r,data_visualization,02_distribution_boxplot,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gpt/base/r/data_visualization/02_distribution_boxplot.R,1,ok,0.583807036,10.259194254,17.572919855,,10.450000000,17.899750013
script_44,gpt,base,r,data_visualization,02_distribution_boxplot,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gpt/base/r/data_visualization/02_distribution_boxplot.R,2,ok,0.586014066,10.328472930,17.624957368,,10.520000000,17.951787526
script_44,gpt,base,r,data_visualization,02_distribution_boxplot,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gpt/base/r/data_visualization/02_distribution_boxplot.R,3,ok,0.585657005,10.468589629,17.874949909,,10.660000000,18.201780067
script_44,gpt,base,r,data_visualization,02_distribution_boxplot,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gpt/base/r/data_visualization/02_distribution_boxplot.R,4,ok,0.585166811,10.348749839,17.685127803,,10.540000000,18.011957961
script_44,gpt,base,r,data_visualization,02_distribution_boxplot,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gpt/base/r/data_visualization/02_distribution_boxplot.R,5,ok,0.583491748,10.159297300,17.411209901,,10.350000000,17.738040059
script_44,gpt,base,r,data_visualization,02_distribution_boxplot,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gpt/base/r/data_visualization/02_distribution_boxplot.R,6,ok,0.584488661,10.098971479,17.278301792,,10.290000000,17.605131950
script_44,gpt,base,r,data_visualization,02_distribution_boxplot,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gpt/base/r/data_visualization/02_distribution_boxplot.R,7,ok,0.585810203,10.298539559,17.579993496,,10.490000000,17.906823654
script_44,gpt,base,r,data_visualization,02_distribution_boxplot,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gpt/base/r/data_visualization/02_distribution_boxplot.R,8,ok,0.583643592,10.299247673,17.646467491,,10.490000000,17.973297649
script_44,gpt,base,r,data_visualization,02_distribution_boxplot,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gpt/base/r/data_visualization/02_distribution_boxplot.R,9,ok,0.583568315,10.179272275,17.443154492,,10.370000000,17.769984650
script_44,gpt,base,r,data_visualization,02_distribution_boxplot,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gpt/base/r/data_visualization/02_distribution_boxplot.R,10,ok,0.583845735,10.189181606,17.451838723,,10.380000000,17.778668881
script_44,gpt,base,r,data_visualization,02_distribution_boxplot,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gpt/base/r/data_visualization/02_distribution_boxplot.R,11,ok,0.584851563,10.398852871,17.780328427,,10.590000000,18.107158585
script_44,gpt,base,r,data_visualization,02_distribution_boxplot,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gpt/base/r/data_visualization/02_distribution_boxplot.R,12,ok,0.585366629,10.528684532,17.986478919,,10.720000000,18.313309077
script_44,gpt,base,r,data_visualization,02_distribution_boxplot,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gpt/base/r/data_visualization/02_distribution_boxplot.R,13,ok,0.583129267,10.389415770,17.816659800,,10.580000000,18.143489958
script_44,gpt,base,r,data_visualization,02_distribution_boxplot,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gpt/base/r/data_visualization/02_distribution_boxplot.R,14,ok,0.583265703,10.259371178,17.589532738,,10.450000000,17.916362896
script_44,gpt,base,r,data_visualization,02_distribution_boxplot,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gpt/base/r/data_visualization/02_distribution_boxplot.R,15,ok,0.591247621,10.246762447,17.330746176,,10.440000000,17.657576334
script_44,gpt,base,r,data_visualization,02_distribution_boxplot,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gpt/base/r/data_visualization/02_distribution_boxplot.R,16,ok,0.585540434,10.428627727,17.810260610,,10.620000000,18.137090768
script_44,gpt,base,r,data_visualization,02_distribution_boxplot,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gpt/base/r/data_visualization/02_distribution_boxplot.R,17,ok,0.583589202,10.339265449,17.716683951,,10.530000000,18.043514109
script_44,gpt,base,r,data_visualization,02_distribution_boxplot,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gpt/base/r/data_visualization/02_distribution_boxplot.R,18,ok,0.582925444,10.419482385,17.874468326,,10.610000000,18.201298484
script_44,gpt,base,r,data_visualization,02_distribution_boxplot,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gpt/base/r/data_visualization/02_distribution_boxplot.R,19,ok,0.584603942,10.368933801,17.736681292,,10.560000000,18.063511450
script_44,gpt,base,r,data_visualization,02_distribution_boxplot,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gpt/base/r/data_visualization/02_distribution_boxplot.R,20,ok,0.582727691,10.359547017,17.777681028,,10.550000000,18.104511186
script_44,gpt,base,r,data_visualization,02_distribution_boxplot,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gpt/base/r/data_visualization/02_distribution_boxplot.R,21,ok,0.583557423,10.329275835,17.700530279,,10.520000000,18.027360437
script_44,gpt,base,r,data_visualization,02_distribution_boxplot,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gpt/base/r/data_visualization/02_distribution_boxplot.R,22,ok,0.591553051,10.486662623,17.727340946,,10.680000000,18.054171104
script_44,gpt,base,r,data_visualization,02_distribution_boxplot,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gpt/base/r/data_visualization/02_distribution_boxplot.R,23,ok,0.582363301,10.429666110,17.909209067,,10.620000000,18.236039225
script_44,gpt,base,r,data_visualization,02_distribution_boxplot,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gpt/base/r/data_visualization/02_distribution_boxplot.R,24,ok,0.582470110,10.319631202,17.717014186,,10.510000000,18.043844344
script_44,gpt,base,r,data_visualization,02_distribution_boxplot,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gpt/base/r/data_visualization/02_distribution_boxplot.R,25,ok,0.583242883,10.249378636,17.573088220,,10.440000000,17.899918378
script_44,gpt,base,r,data_visualization,02_distribution_boxplot,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gpt/base/r/data_visualization/02_distribution_boxplot.R,26,ok,0.583061024,10.479438073,17.973141133,,10.670000000,18.299971291
script_44,gpt,base,r,data_visualization,02_distribution_boxplot,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gpt/base/r/data_visualization/02_distribution_boxplot.R,27,ok,0.581358653,10.259994460,17.648304376,,10.450000000,17.975134534
script_44,gpt,base,r,data_visualization,02_distribution_boxplot,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gpt/base/r/data_visualization/02_distribution_boxplot.R,28,ok,0.582050628,10.369768301,17.815921507,,10.560000000,18.142751665
script_44,gpt,base,r,data_visualization,02_distribution_boxplot,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gpt/base/r/data_visualization/02_distribution_boxplot.R,29,ok,0.583361283,10.359339940,17.758017615,,10.550000000,18.084847773
script_44,gpt,base,r,data_visualization,02_distribution_boxplot,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gpt/base/r/data_visualization/02_distribution_boxplot.R,30,ok,0.582689478,10.229559506,17.555764935,,10.420000000,17.882595093
script_13,gemini,base,r,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.R,1,ok,1.867870949,32.839523443,17.581259273,,33.450000000,17.908089431
script_13,gemini,base,r,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.R,2,ok,1.897781513,33.639747768,17.725827519,,34.260000000,18.052657677
script_13,gemini,base,r,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.R,3,ok,1.888336146,33.562834799,17.773760710,,34.180000000,18.100590868
script_13,gemini,base,r,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.R,4,ok,1.714036338,30.229801233,17.636616309,,30.790000000,17.963446467
script_13,gemini,base,r,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.R,5,ok,2.017114285,35.230746220,17.465914788,,35.890000000,17.792744946
script_13,gemini,base,r,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.R,6,ok,1.649579294,29.740867739,18.029365334,,30.280000000,18.356195492
script_13,gemini,base,r,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.R,7,ok,1.649344786,29.550944383,17.916778004,,30.090000000,18.243608162
script_13,gemini,base,r,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.R,8,ok,1.741725494,31.820751582,18.269670905,,32.390000000,18.596501063
script_13,gemini,base,r,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.R,9,ok,1.775088787,31.559847451,17.779306411,,32.140000000,18.106136569
script_13,gemini,base,r,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.R,10,ok,1.887986212,33.662949168,17.830082102,,34.280000000,18.156912260
script_13,gemini,base,r,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.R,11,ok,1.735660382,30.762733843,17.723936181,,31.330000000,18.050766339
script_13,gemini,base,r,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.R,12,ok,1.726803939,30.495628396,17.660156841,,31.060000000,17.986986999
script_13,gemini,base,r,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.R,13,ok,1.918245964,34.323059369,17.892939703,,34.950000000,18.219769861
script_13,gemini,base,r,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.R,14,ok,1.937037465,35.106917739,18.124026186,,35.740000000,18.450856344
script_13,gemini,base,r,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.R,15,ok,1.672638273,29.823331369,17.830114168,,30.370000000,18.156944326
script_13,gemini,base,r,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.R,16,ok,1.857470634,32.982922579,17.756901227,,33.590000000,18.083731385
script_13,gemini,base,r,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.R,17,ok,1.775510403,32.319709654,18.203052823,,32.900000000,18.529882981
script_13,gemini,base,r,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.R,18,ok,1.755920895,31.946112096,18.193366334,,32.520000000,18.520196492
script_13,gemini,base,r,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.R,19,ok,1.838056528,31.969267695,17.392973071,,32.570000000,17.719803229
script_13,gemini,base,r,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.R,20,ok,1.647706860,30.251479707,18.359746167,,30.790000000,18.686576325
script_13,gemini,base,r,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.R,21,ok,1.736877690,31.562335990,18.171881746,,32.130000000,18.498711904
